,land_area,n_gas_station_in_1km,n_hospital_in_1km_to_2km,n_hospital_in_2km_to_3km,n_hotel_in_1km,n_hotel_in_1km_to_2km,n_hotel_in_2km_to_3km,n_mart_in_1km,n_mart_in_1km_to_2km,n_pre_school_in_1km_to_2km,n_secondary_school_in_1km,n_seven_eleven_in_3km_to_5km,nearest_super_market,n_super_market_in_1km_to_2km,nearest_atm,n_atm_in_1km,n_atm_in_1km_to_2km,h3_price_mean,h3_price_median,h3_price_min,price_per_m2
425,456.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5043.859649122807
426,240.0,0,20,54,20,40,12,7,25,5,2,20,0,23,2,24,68,2221.60811084746,1728.1746031746034,246.3054187192118,3541.6666666666665
427,240.0,0,20,54,20,40,12,7,25,5,2,20,0,23,2,24,68,2221.60811084746,1728.1746031746034,246.3054187192118,3541.6666666666665
428,240.0,0,20,54,20,40,12,7,25,5,2,20,0,23,2,24,68,2221.60811084746,1728.1746031746034,246.3054187192118,3541.6666666666665
429,240.0,0,20,54,20,40,12,7,25,5,2,20,0,23,2,24,68,2221.60811084746,1728.1746031746034,246.3054187192118,3541.6666666666665
430,240.0,0,20,54,20,40,12,7,25,5,2,20,0,23,2,24,68,2221.60811084746,1728.1746031746034,246.3054187192118,3541.6666666666665
431,165.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,2727.2727272727275
432,165.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,2727.2727272727275
433,165.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,2727.2727272727275
434,165.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,2727.2727272727275
435,165.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,2727.2727272727275
436,165.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,2727.2727272727275
437,165.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,2727.2727272727275
438,165.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,2727.2727272727275
439,216.0,6,2,24,3,1,10,1,11,16,1,17,1,9,2,2,11,2044.3448078727786,1805.555555555556,500.0,3935.185185185185
440,216.0,6,2,24,3,1,10,1,11,16,1,17,1,9,2,2,11,2044.3448078727786,1805.555555555556,500.0,3935.185185185185
441,280.0,4,3,7,1,4,5,0,5,10,0,21,0,6,0,1,6,1965.067401161352,1851.2711483068363,450.0,1714.2857142857142
442,603.0,4,1,1,1,2,2,0,2,2,3,11,0,5,0,0,4,2269.969225647758,2173.913043478261,633.3333333333334,2321.724709784411
443,450.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,5000.0
444,450.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,5000.0
445,149.52,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,1672.0171214553236
446,149.52,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,1672.0171214553236
447,232.0,2,0,2,0,0,3,0,1,3,1,12,2,0,0,0,0,2613.6641982887577,2411.3394216133943,1379.3103448275865,1379.3103448275865
448,1008.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,1984.126984126984
449,1008.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,1984.126984126984
450,192.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,2343.75
451,192.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,2343.75
452,192.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,2343.75
453,192.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,2343.75
454,192.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,2343.75
455,192.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,2343.75
456,263.2,4,2,4,2,1,7,0,2,6,1,8,0,6,1,0,2,1427.118975301387,1376.2348024316111,203.1602708803612,1439.969604863222
457,287.5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1699.9650199679063,1552.2186147186148,482.1428571428572,2713.043478260869
458,600.0,10,1,6,2,3,4,1,3,14,2,10,0,7,0,0,4,2128.6701208981003,2128.6701208981003,1666.6666666666667,1666.6666666666667
459,1120.0,0,1,0,0,0,2,0,1,1,0,10,0,2,0,0,1,2069.136074663387,1829.9881936245567,166.66666666666666,848.2142857142857
460,1120.0,0,1,0,0,0,2,0,1,1,0,10,0,2,0,0,1,2069.136074663387,1829.9881936245567,166.66666666666666,848.2142857142857
461,303.75,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,2798.3539094650205
462,303.75,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,2798.3539094650205
463,178.5,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,4929.971988795518
464,178.5,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,4929.971988795518
465,178.5,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,4929.971988795518
466,178.5,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,4929.971988795518
467,178.5,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,4929.971988795518
468,178.5,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,4929.971988795518
469,178.5,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,4929.971988795518
470,178.5,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,4929.971988795518
471,180.0,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,2944.4444444444443
472,180.0,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,2944.4444444444443
473,500.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,3000.0
474,500.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,3000.0
475,400.0,14,48,22,23,35,15,14,28,12,2,17,1,28,15,41,72,2606.024445285722,2115.4273029966707,104.16666666666669,6250.0
476,400.0,14,48,22,23,35,15,14,28,12,2,17,1,28,15,41,72,2606.024445285722,2115.4273029966707,104.16666666666669,6250.0
477,400.0,14,48,22,23,35,15,14,28,12,2,17,1,28,15,41,72,2606.024445285722,2115.4273029966707,104.16666666666669,6250.0
478,400.0,14,48,22,23,35,15,14,28,12,2,17,1,28,15,41,72,2606.024445285722,2115.4273029966707,104.16666666666669,6250.0
479,400.0,14,48,22,23,35,15,14,28,12,2,17,1,28,15,41,72,2606.024445285722,2115.4273029966707,104.16666666666669,6250.0
480,400.0,14,48,22,23,35,15,14,28,12,2,17,1,28,15,41,72,2606.024445285722,2115.4273029966707,104.16666666666669,6250.0
481,151.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,4569.536423841059
482,151.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,4569.536423841059
483,90.0,1,2,9,0,3,1,0,3,6,0,21,0,5,0,0,3,3476.5625,3203.125,2500.0,5000.0
484,579.2,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,1899.171270718232
485,579.2,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,1899.171270718232
486,579.2,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,1899.171270718232
487,579.2,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,1899.171270718232
488,579.2,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,1899.171270718232
489,579.2,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,1899.171270718232
490,456.3,9,10,30,1,5,12,3,12,16,3,21,0,10,1,3,13,2423.3576950227744,2204.8611111111113,150.0,3944.773175542406
491,456.3,9,10,30,1,5,12,3,12,16,3,21,0,10,1,3,13,2423.3576950227744,2204.8611111111113,150.0,3944.773175542406
492,456.3,9,10,30,1,5,12,3,12,16,3,21,0,10,1,3,13,2423.3576950227744,2204.8611111111113,150.0,3944.773175542406
493,456.3,9,10,30,1,5,12,3,12,16,3,21,0,10,1,3,13,2423.3576950227744,2204.8611111111113,150.0,3944.773175542406
494,80.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,2500.0
495,80.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,2500.0
496,240.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,4583.333333333333
497,240.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,4583.333333333333
498,128.0,14,48,22,23,35,15,14,28,12,2,17,1,28,15,41,72,2606.024445285722,2115.4273029966707,104.16666666666669,1406.25
499,128.0,14,48,22,23,35,15,14,28,12,2,17,1,28,15,41,72,2606.024445285722,2115.4273029966707,104.16666666666669,1406.25
500,128.0,14,48,22,23,35,15,14,28,12,2,17,1,28,15,41,72,2606.024445285722,2115.4273029966707,104.16666666666669,1406.25
501,128.0,14,48,22,23,35,15,14,28,12,2,17,1,28,15,41,72,2606.024445285722,2115.4273029966707,104.16666666666669,1406.25
502,128.0,14,48,22,23,35,15,14,28,12,2,17,1,28,15,41,72,2606.024445285722,2115.4273029966707,104.16666666666669,1406.25
503,128.0,14,48,22,23,35,15,14,28,12,2,17,1,28,15,41,72,2606.024445285722,2115.4273029966707,104.16666666666669,1406.25
504,64.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,4375.0
505,64.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,4375.0
506,64.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,4375.0
507,64.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,4375.0
508,456.3,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5040.543502081963
509,456.3,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5040.543502081963
510,456.3,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5040.543502081963
511,456.3,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5040.543502081963
512,456.3,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5040.543502081963
513,456.3,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5040.543502081963
514,134.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,1410.44776119403
515,134.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,1410.44776119403
516,134.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,1410.44776119403
517,134.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,1410.44776119403
518,134.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,1410.44776119403
519,134.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,1410.44776119403
520,482.26,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1699.9650199679063,1552.2186147186148,482.1428571428572,1430.763488574628
521,315.0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2388.2602545968884,2388.2602545968884,1633.6633663366338,3142.8571428571427
522,315.0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2388.2602545968884,2388.2602545968884,1633.6633663366338,3142.8571428571427
523,315.0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2388.2602545968884,2388.2602545968884,1633.6633663366338,3142.8571428571427
524,315.0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2388.2602545968884,2388.2602545968884,1633.6633663366338,3142.8571428571427
525,425.5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2060.105757931845,2060.105757931845,1300.0,2820.21151586369
526,90.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,3333.333333333333
527,90.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,3333.333333333333
528,90.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,3333.333333333333
529,90.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,3333.333333333333
530,700.0,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,2857.1428571428573
531,700.0,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,2857.1428571428573
532,376.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,2098.404255319149
533,376.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,2098.404255319149
534,376.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,2098.404255319149
535,376.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,2098.404255319149
536,152.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5723.684210526316
537,152.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5723.684210526316
538,152.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5723.684210526316
539,152.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5723.684210526316
540,152.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5723.684210526316
541,152.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5723.684210526316
542,92.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,4673.913043478261
543,92.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,4673.913043478261
544,92.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,4673.913043478261
545,92.0,12,12,27,0,1,4,3,14,13,3,23,0,5,0,2,9,2316.476454584686,2058.745414627768,295.0,4673.913043478261
546,559.0,2,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,1453.369830435231,1478.2608695652175,230.0,2862.2540250447228
547,860.0,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,2267.4418604651164
548,860.0,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,2267.4418604651164
549,92.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,5434.782608695652
550,92.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,5434.782608695652
551,1620.0,8,38,43,4,8,39,10,23,28,1,15,3,28,2,7,37,2748.1060957443865,2348.279151684156,110.0,370.3703703703704
552,1620.0,8,38,43,4,8,39,10,23,28,1,15,3,28,2,7,37,2748.1060957443865,2348.279151684156,110.0,370.3703703703704
553,1620.0,8,38,43,4,8,39,10,23,28,1,15,3,28,2,7,37,2748.1060957443865,2348.279151684156,110.0,370.3703703703704
554,1620.0,8,38,43,4,8,39,10,23,28,1,15,3,28,2,7,37,2748.1060957443865,2348.279151684156,110.0,370.3703703703704
555,1620.0,8,38,43,4,8,39,10,23,28,1,15,3,28,2,7,37,2748.1060957443865,2348.279151684156,110.0,370.3703703703704
556,1620.0,8,38,43,4,8,39,10,23,28,1,15,3,28,2,7,37,2748.1060957443865,2348.279151684156,110.0,370.3703703703704
557,644.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5682.919254658385
558,644.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5682.919254658385
559,644.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5682.919254658385
560,644.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5682.919254658385
561,644.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5682.919254658385
562,644.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5682.919254658385
563,1820.0,2,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,1453.369830435231,1478.2608695652175,230.0,1593.4065934065934
564,180.0,4,3,7,1,4,5,0,5,10,0,21,0,6,0,1,6,1965.067401161352,1851.2711483068363,450.0,5833.333333333333
565,420.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,5833.333333333333
566,420.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,5833.333333333333
567,420.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,5833.333333333333
568,420.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,5833.333333333333
569,420.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,5833.333333333333
570,420.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,5833.333333333333
571,420.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,5833.333333333333
572,420.0,6,32,50,0,3,23,9,17,18,2,20,0,12,1,4,25,3270.5670928547806,2851.71102661597,855.1198257080611,5833.333333333333
573,578.0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1423.854783390629,1380.1353874883287,976.5625,1470.5882352941176
574,202.0,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,2227.722772277228
575,202.0,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,2227.722772277228
576,150.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5266.666666666667
577,150.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5266.666666666667
578,150.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5266.666666666667
579,150.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5266.666666666667
580,150.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5266.666666666667
581,150.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,5266.666666666667
582,360.0,2,12,24,1,15,47,2,15,3,3,17,2,3,2,3,35,1970.7172473585426,1767.7777777777778,170.13588235294117,2222.222222222222
583,360.0,2,12,24,1,15,47,2,15,3,3,17,2,3,2,3,35,1970.7172473585426,1767.7777777777778,170.13588235294117,2222.222222222222
584,360.0,2,12,24,1,15,47,2,15,3,3,17,2,3,2,3,35,1970.7172473585426,1767.7777777777778,170.13588235294117,2222.222222222222
585,130.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1774.6510087940708,1574.074074074074,180.0,1615.3846153846157
586,195.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,4051.2820512820513
587,195.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,4051.2820512820513
588,195.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,4051.2820512820513
589,195.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,4051.2820512820513
590,195.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,4051.2820512820513
591,195.0,13,36,49,3,5,36,9,23,26,4,18,2,20,3,6,28,2748.1060957443865,2348.279151684156,110.0,4051.2820512820513
592,242.0,3,1,3,0,1,6,1,0,3,1,16,2,0,0,0,0,1908.1398901808202,1908.1398901808202,1750.1640778823014,2066.115702479339
593,921.44,2,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,1453.369830435231,1478.2608695652175,230.0,2279.041500260462
594,64.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,4531.25
595,64.0,1,29,44,8,27,39,5,32,16,3,12,2,23,2,14,39,2850.3425128950394,2714.390872285609,108.031212484994,4531.25
596,1400.0,0,2,0,0,0,2,0,1,2,0,9,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,3214.285714285714
597,1400.0,0,2,0,0,0,2,0,1,2,0,9,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,3214.285714285714
598,2731.0,0,1,0,0,0,2,0,1,1,0,10,0,2,0,0,1,2069.136074663387,1829.9881936245567,166.66666666666666,1281.581838154522
599,2731.0,0,1,0,0,0,2,0,1,1,0,10,0,2,0,0,1,2069.136074663387,1829.9881936245567,166.66666666666666,1281.581838154522
600,562.5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1699.9650199679063,1552.2186147186148,482.1428571428572,2097.777777777778
601,96.6,14,49,23,22,36,15,12,29,12,2,17,1,28,14,37,77,2606.024445285722,2115.4273029966707,104.16666666666669,3001.035196687371
602,96.6,14,49,23,22,36,15,12,29,12,2,17,1,28,14,37,77,2606.024445285722,2115.4273029966707,104.16666666666669,3001.035196687371
603,96.6,14,49,23,22,36,15,12,29,12,2,17,1,28,14,37,77,2606.024445285722,2115.4273029966707,104.16666666666669,3001.035196687371
604,96.6,14,49,23,22,36,15,12,29,12,2,17,1,28,14,37,77,2606.024445285722,2115.4273029966707,104.16666666666669,3001.035196687371
605,96.6,14,49,23,22,36,15,12,29,12,2,17,1,28,14,37,77,2606.024445285722,2115.4273029966707,104.16666666666669,3001.035196687371
606,96.6,14,49,23,22,36,15,12,29,12,2,17,1,28,14,37,77,2606.024445285722,2115.4273029966707,104.16666666666669,3001.035196687371
607,2378.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1261.564339781329,1261.564339781329,1261.564339781329,1261.564339781329
608,2378.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1261.564339781329,1261.564339781329,1261.564339781329,1261.564339781329
609,76.0,11,11,29,1,6,4,5,18,19,4,25,1,11,0,3,11,3126.693060543405,3109.991662034464,1003.5122930255897,4000.0
610,76.0,11,11,29,1,6,4,5,18,19,4,25,1,11,0,3,11,3126.693060543405,3109.991662034464,1003.5122930255897,4000.0
611,76.0,11,11,29,1,6,4,5,18,19,4,25,1,11,0,3,11,3126.693060543405,3109.991662034464,1003.5122930255897,4000.0
612,76.0,11,11,29,1,6,4,5,18,19,4,25,1,11,0,3,11,3126.693060543405,3109.991662034464,1003.5122930255897,4000.0
613,242.0,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,1983.4710743801647
614,242.0,0,2,0,0,0,0,0,0,3,0,4,0,2,0,0,0,2184.343779721194,1988.636363636364,562.5,1983.4710743801647
615,1620.0,12,45,40,4,6,43,13,21,25,3,12,2,28,2,5,44,2748.1060957443865,2348.279151684156,110.0,370.3703703703704
616,1620.0,12,45,40,4,6,43,13,21,25,3,12,2,28,2,5,44,2748.1060957443865,2348.279151684156,110.0,370.3703703703704
617,1620.0,12,45,40,4,6,43,13,21,25,3,12,2,28,2,5,44,2748.1060957443865,2348.279151684156,110.0,370.3703703703704
618,1620.0,12,45,40,4,6,43,13,21,25,3,12,2,28,2,5,44,2748.1060957443865,2348.279151684156,110.0,370.3703703703704
619,1620.0,12,45,40,4,6,43,13,21,25,3,12,2,28,2,5,44,2748.1060957443865,2348.279151684156,110.0,370.3703703703704
620,1620.0,12,45,40,4,6,43,13,21,25,3,12,2,28,2,5,44,2748.1060957443865,2348.279151684156,110.0,370.3703703703704
621,537.5,2,1,9,0,2,9,0,1,4,2,12,0,4,0,0,0,1940.461018703084,1817.4111749963142,250.0,2325.5813953488373
622,537.5,2,1,9,0,2,9,0,1,4,2,12,0,4,0,0,0,1940.461018703084,1817.4111749963142,250.0,2325.5813953488373
623,537.5,2,1,9,0,2,9,0,1,4,2,12,0,4,0,0,0,1940.461018703084,1817.4111749963142,250.0,2325.5813953488373
624,537.5,2,1,9,0,2,9,0,1,4,2,12,0,4,0,0,0,1940.461018703084,1817.4111749963142,250.0,2325.5813953488373
