name,lat,lon
សាលាមីគីវ៉េ,11.5237122,104.8966803
សាលា មត្តេយ្យ បឋម និងមធ្យមសិក្សា មីគីវ៉េ,11.5923378,104.9155044
សាលាបឋមសិក្សាទួលរកាកុះ,11.497982,104.8491751
សាលាបឋមសិក្សា ហ៊ុន សែន ទួលសុភាឃួន,11.5432541,104.8336055
សាលាបឋមសិក្សា ឫស្សីកែវ,11.6111575,104.9136994
Boeung Chhuk Primary School,11.6245292,104.9035269
សាលាបឋមសិក្សា ពញាក្រែក,11.5918206,104.9162133
សាលា​​​អ៊ី​អិល​ធី,11.5698307,104.9248972
សាលាបឋមសិក្សាជម្ពូវ័ន,11.5311757,104.8172137
សាលាអន្តរជាតិប្រាយថាម,11.541387,104.8222467
សាលាបឋមសិក្សា​ច្បារអំពៅ២,11.5331339,104.9379043
Home of English Cambodia Tuol Kork (Sen Sok),11.5907101,104.8867317
Wat Botum Primary School,11.5589312,104.9314546
សាលាកម្ពុជា-អូស្ត្រាលីសាខាទី២ (ពោធិ៍ចិនតុង),11.5617285,104.8396781
បឋមសិក្សាព្រែកលៀប,11.6307604,104.9223565
Shrewsbury International School Phnom Penh - Morgan EnMaison,,
សាលាអន្តរជាតិ​ ហ្សាម៉េន,11.5365217,104.9291544
សាលា ប្លូមមីង អែនជិល,11.5281765,104.8562477
Chaktomuk primary school,11.5625723,104.9284126
សាលាបឋមសិក្សា​ចាក់អង្រែក្រោម,11.5126343,104.9352709
សាលាបឋមសិក្សា ដើមគ,11.5964765,104.9231015
Tuanhoa,11.5685363,104.9290157
សាលាបឋមសិក្សា​ព្រៃស្ពឺ,11.5096579,104.8333319
សាលាបឋមសិក្សា បឹងឈូកប្រជុំវង្ស,11.5287252,104.9449999
សាលារៀន បៀលឡាយហ្វ៍ (សាខាច្បារអំពៅ២),11.5353972,104.9365111
