id,left,top,right,bottom,row_index,col_index,cambodia_h,cambodia_1,cambodia_2,cambodia_3,cambodia_4,Lon,lat
2214,606548.785029922612011,1575651.935345211764798,618095.790413714945316,1565651.935345211764798,5,46,0.000000000000000,24.000000000000000,1.000000000000000,11.000000000000000,333422.469918364193290,106.06256300,14.22295417
2217,606548.785029922612011,1545651.935345211764798,618095.790413714945316,1535651.935345211764798,8,46,752.526076935231799,35367.000000000000000,1178.900000000000091,11.000000000000000,301409.309558444656432,106.03450690,13.90739772
2218,606548.785029922612011,1535651.935345211764798,618095.790413714945316,1525651.935345211764798,9,46,1443.683015815913677,55893.000000000000000,628.011235955056236,11.000000000000000,295094.981198206951376,106.03935890,13.84340823
2219,606548.785029922612011,1525651.935345211764798,618095.790413714945316,1515651.935345211764798,10,46,623.239588193595409,22993.000000000000000,258.348314606741553,11.000000000000000,286289.462983056553639,106.03895870,13.75300173
2220,606548.785029922612011,1515651.935345211764798,618095.790413714945316,1505651.935345211764798,11,46,3397.729634329676628,128358.000000000000000,1442.224719101123583,11.000000000000000,277565.142309410613962,106.03856140,13.66259456
2221,606548.785029922612011,1505651.935345211764798,618095.790413714945316,1495651.935345211764798,12,46,6798.014750162139535,309612.000000000000000,3518.318181818181984,11.000000000000000,268929.921650507254526,106.03816690,13.57218671
2222,606548.785029922612011,1495651.935345211764798,618095.790413714945316,1485651.935345211764798,13,46,1046.875518202781677,124248.000000000000000,1411.909090909090992,11.000000000000000,260392.665442881174386,106.03777540,13.48177820
2223,606548.785029922612011,1485651.935345211764798,618095.790413714945316,1475651.935345211764798,14,46,2456.608654469251633,198518.000000000000000,2255.886363636363512,11.000000000000000,251963.331851931579877,106.03738670,13.39136903
2224,606548.785029922612011,1475651.935345211764798,618095.790413714945316,1465651.935345211764798,15,46,2030.068853095173836,107860.000000000000000,1211.910112359550567,11.000000000000000,243653.122088644129690,106.03700080,13.30095920
2225,606548.785029922612011,1465651.935345211764798,618095.790413714945316,1455651.935345211764798,16,46,469.049620829522610,16849.000000000000000,191.465909090909093,11.000000000000000,235474.648600306914886,106.03661780,13.21054872
2226,606548.785029922612011,1455651.935345211764798,618095.790413714945316,1445651.935345211764798,17,46,1984.325207073241700,45082.000000000000000,512.295454545454504,11.000000000000000,227442.122940586850746,106.03623760,13.12013760
2227,606548.785029922612011,1445651.935345211764798,618095.790413714945316,1435651.935345211764798,18,46,1191.595505282282829,62682.000000000000000,704.292134831460658,11.000000000000000,219571.563200899458025,106.03586030,13.02972582
2228,606548.785029922612011,1435651.935345211764798,618095.790413714945316,1425651.935345211764798,19,46,1042.240406606346369,35005.000000000000000,393.314606741573016,11.000000000000000,211881.019371254602447,106.03548580,12.93931341
2229,606548.785029922612011,1425651.935345211764798,618095.790413714945316,1415651.935345211764798,20,46,398.187814811244607,15741.000000000000000,176.865168539325850,11.000000000000000,204390.812654853711138,106.03511420,12.84890036
2230,606548.785029922612011,1415651.935345211764798,618095.790413714945316,1405651.935345211764798,21,46,2164.402556981891394,70983.000000000000000,806.625000000000000,11.000000000000000,197123.781290433980757,106.03474530,12.75848668
2231,606548.785029922612011,1405651.935345211764798,618095.790413714945316,1395651.935345211764798,22,46,10180.214426986873150,444050.000000000000000,5046.022727272726115,11.000000000000000,190105.520507381501375,106.03437930,12.66807237
2232,606548.785029922612011,1395651.935345211764798,618095.790413714945316,1385651.935345211764798,23,46,12557.579120212234557,679940.000000000000000,7726.590909090909008,11.000000000000000,183364.597534855129197,106.03401610,12.57765744
2233,606548.785029922612011,1385651.935345211764798,618095.790413714945316,1375651.935345211764798,24,46,32008.806733236651780,2450659.000000000000000,28168.494252873562800,11.000000000000000,176932.713920861948282,106.03365580,12.48724189
