name,lat,lon
Brighton International School - BT Campus,,
SFL International School,11.5786439,104.8898648
សាលាអន្តរជាតិ ធីជី,11.5847232,104.8983817
មណ្ឌលថែទាំកុមារ ហេង មាន ជ័យ,11.5255244,104.9446007
រង៉,11.5547352,104.8654602
ទារកដ្ឋានម៉ាយឃីដ,11.6165305,104.8901618
ឃីដ ឃែរ ហោស,11.5271689,104.911636
Pacific Kids School Chhouk Meas,11.5680972,104.8534732
សាលា​អន្តរជាតិ Shrewsbury ភ្នំពេញ,11.5934187,104.9364568
សាលា​អន្តរជាតិ Invictus ភ្នំពេញ,11.5514921,104.9287144
សាលា ឃីដឃែរ,11.530678,104.9432152
សាលាអន្តរជាតិកម្ពុជាអូស្ត្រាលី,11.5844213,104.928533
Zion International School Of Phnom Penh (Early Years Campus),11.5376812,104.9137095
Zion International School Of Phnom Penh (Main Campus),11.5362315,104.9160651
