id,left,top,right,bottom,row_index,col_index,HexPop_cou,HexPop_sum,HexPop_mea,lon,lat
37,208177.099289080651943,1265651.935345211764798,219724.104672873188974,1255651.935345211764798,36,0,0.000000000000000,0.000000000000000,,213950.601900,1260651.935000
38,208177.099289080651943,1255651.935345211764798,219724.104672873188974,1245651.935345211764798,37,0,0.000000000000000,0.000000000000000,,213950.601900,1250651.935000
39,208177.099289080651943,1245651.935345211764798,219724.104672873188974,1235651.935345211764798,38,0,0.000000000000000,0.000000000000000,,213950.601900,1240651.935000
40,208177.099289080651943,1235651.935345211764798,219724.104672873188974,1225651.935345211764798,39,0,0.000000000000000,0.000000000000000,,213950.601900,1230651.935000
41,208177.099289080651943,1225651.935345211764798,219724.104672873188974,1215651.935345211764798,40,0,0.000000000000000,0.000000000000000,,213950.601900,1220651.935000
42,208177.099289080651943,1215651.935345211764798,219724.104672873188974,1205651.935345211764798,41,0,0.000000000000000,0.000000000000000,,213950.601900,1210651.935000
43,208177.099289080651943,1205651.935345211764798,219724.104672873188974,1195651.935345211764798,42,0,0.000000000000000,0.000000000000000,,213950.601900,1200651.935000
44,208177.099289080651943,1195651.935345211764798,219724.104672873188974,1185651.935345211764798,43,0,0.000000000000000,0.000000000000000,,213950.601900,1190651.935000
45,208177.099289080651943,1185651.935345211764798,219724.104672873188974,1175651.935345211997628,44,0,0.000000000000000,0.000000000000000,,213950.601900,1180651.935000
46,208177.099289080651943,1175651.935345211997628,219724.104672873188974,1165651.935345211997628,45,0,0.000000000000000,0.000000000000000,,213950.601900,1170651.935000
47,208177.099289080651943,1165651.935345211997628,219724.104672873188974,1155651.935345211997628,46,0,0.000000000000000,0.000000000000000,,213950.601900,1160651.935000
48,208177.099289080651943,1155651.935345211997628,219724.104672873188974,1145651.935345211997628,47,0,0.000000000000000,0.000000000000000,,213950.601900,1150651.935000
49,216837.353326925047440,1620651.935345211764798,228384.358710717584472,1610651.935345211764798,0,1,0.000000000000000,0.000000000000000,,222610.856000,1615651.935000
50,216837.353326925047440,1610651.935345211764798,228384.358710717584472,1600651.935345211764798,1,1,0.000000000000000,0.000000000000000,,222610.856000,1605651.935000
51,216837.353326925047440,1600651.935345211764798,228384.358710717584472,1590651.935345211764798,2,1,0.000000000000000,0.000000000000000,,222610.856000,1595651.935000
52,216837.353326925047440,1590651.935345211764798,228384.358710717584472,1580651.935345211764798,3,1,0.000000000000000,0.000000000000000,,222610.856000,1585651.935000
53,216837.353326925047440,1580651.935345211764798,228384.358710717584472,1570651.935345211764798,4,1,0.000000000000000,0.000000000000000,,222610.856000,1575651.935000
54,216837.353326925047440,1570651.935345211764798,228384.358710717584472,1560651.935345211764798,5,1,0.000000000000000,0.000000000000000,,222610.856000,1565651.935000
55,216837.353326925047440,1560651.935345211764798,228384.358710717584472,1550651.935345211764798,6,1,0.000000000000000,0.000000000000000,,222610.856000,1555651.935000
56,216837.353326925047440,1550651.935345211764798,228384.358710717584472,1540651.935345211764798,7,1,0.000000000000000,0.000000000000000,,222610.856000,1545651.935000
57,216837.353326925047440,1540651.935345211764798,228384.358710717584472,1530651.935345211764798,8,1,0.000000000000000,0.000000000000000,,222610.856000,1535651.935000
58,216837.353326925047440,1530651.935345211764798,228384.358710717584472,1520651.935345211764798,9,1,0.000000000000000,0.000000000000000,,222610.856000,1525651.935000
59,216837.353326925047440,1520651.935345211764798,228384.358710717584472,1510651.935345211764798,10,1,0.000000000000000,0.000000000000000,,222610.856000,1515651.935000
60,216837.353326925047440,1510651.935345211764798,228384.358710717584472,1500651.935345211764798,11,1,2.000000000000000,1312.585710227489471,656.292855113744736,222610.856000,1505651.935000
61,216837.353326925047440,1500651.935345211764798,228384.358710717584472,1490651.935345211764798,12,1,76.000000000000000,3698.821809729561210,48.668708022757386,222610.856000,1495651.935000
62,216837.353326925047440,1490651.935345211764798,228384.358710717584472,1480651.935345211764798,13,1,74.000000000000000,20979.936993328854442,283.512662072011551,222610.856000,1485651.935000
63,216837.353326925047440,1480651.935345211764798,228384.358710717584472,1470651.935345211764798,14,1,79.000000000000000,20456.147406218573451,258.938574762260430,222610.856000,1475651.935000
64,216837.353326925047440,1470651.935345211764798,228384.358710717584472,1460651.935345211764798,15,1,75.000000000000000,11266.872273415327072,150.224963645537684,222610.856000,1465651.935000
65,216837.353326925047440,1460651.935345211764798,228384.358710717584472,1450651.935345211764798,16,1,62.000000000000000,42986.678798243403435,693.333529003925833,222610.856000,1455651.935000
66,216837.353326925047440,1450651.935345211764798,228384.358710717584472,1440651.935345211764798,17,1,23.000000000000000,61955.297979231916543,2693.708607792692419,222610.856000,1445651.935000
67,216837.353326925047440,1440651.935345211764798,228384.358710717584472,1430651.935345211764798,18,1,0.671941283936374,6.871943917553420,10.227000605314970,222610.856000,1435651.935000
68,216837.353326925047440,1430651.935345211764798,228384.358710717584472,1420651.935345211764798,19,1,0.000000000000000,0.000000000000000,,222610.856000,1425651.935000
69,216837.353326925047440,1420651.935345211764798,228384.358710717584472,1410651.935345211764798,20,1,0.000000000000000,0.000000000000000,,222610.856000,1415651.935000
70,216837.353326925047440,1410651.935345211764798,228384.358710717584472,1400651.935345211764798,21,1,0.000000000000000,0.000000000000000,,222610.856000,1405651.935000
71,216837.353326925047440,1400651.935345211764798,228384.358710717584472,1390651.935345211764798,22,1,0.000000000000000,0.000000000000000,,222610.856000,1395651.935000
72,216837.353326925047440,1390651.935345211764798,228384.358710717584472,1380651.935345211764798,23,1,0.000000000000000,0.000000000000000,,222610.856000,1385651.935000
73,216837.353326925047440,1380651.935345211764798,228384.358710717584472,1370651.935345211764798,24,1,0.000000000000000,0.000000000000000,,222610.856000,1375651.935000
74,216837.353326925047440,1370651.935345211764798,228384.358710717584472,1360651.935345211764798,25,1,0.000000000000000,0.000000000000000,,222610.856000,1365651.935000
75,216837.353326925047440,1360651.935345211764798,228384.358710717584472,1350651.935345211764798,26,1,0.000000000000000,0.000000000000000,,222610.856000,1355651.935000
76,216837.353326925047440,1350651.935345211764798,228384.358710717584472,1340651.935345211764798,27,1,0.000000000000000,0.000000000000000,,222610.856000,1345651.935000
77,216837.353326925047440,1340651.935345211764798,228384.358710717584472,1330651.935345211764798,28,1,0.000000000000000,0.000000000000000,,222610.856000,1335651.935000
78,216837.353326925047440,1330651.935345211764798,228384.358710717584472,1320651.935345211764798,29,1,0.000000000000000,0.000000000000000,,222610.856000,1325651.935000
79,216837.353326925047440,1320651.935345211764798,228384.358710717584472,1310651.935345211764798,30,1,0.000000000000000,0.000000000000000,,222610.856000,1315651.935000
80,216837.353326925047440,1310651.935345211764798,228384.358710717584472,1300651.935345211764798,31,1,0.000000000000000,0.000000000000000,,222610.856000,1305651.935000
81,216837.353326925047440,1300651.935345211764798,228384.358710717584472,1290651.935345211764798,32,1,0.000000000000000,0.000000000000000,,222610.856000,1295651.935000
82,216837.353326925047440,1290651.935345211764798,228384.358710717584472,1280651.935345211764798,33,1,0.000000000000000,0.000000000000000,,222610.856000,1285651.935000
83,216837.353326925047440,1280651.935345211764798,228384.358710717584472,1270651.935345211764798,34,1,0.000000000000000,0.000000000000000,,222610.856000,1275651.935000
84,216837.353326925047440,1270651.935345211764798,228384.358710717584472,1260651.935345211764798,35,1,0.000000000000000,0.000000000000000,,222610.856000,1265651.935000
85,216837.353326925047440,1260651.935345211764798,228384.358710717584472,1250651.935345211764798,36,1,0.000000000000000,0.000000000000000,,222610.856000,1255651.935000
86,216837.353326925047440,1250651.935345211764798,228384.358710717584472,1240651.935345211764798,37,1,0.000000000000000,0.000000000000000,,222610.856000,1245651.935000
87,216837.353326925047440,1240651.935345211764798,228384.358710717584472,1230651.935345211764798,38,1,0.000000000000000,0.000000000000000,,222610.856000,1235651.935000
88,216837.353326925047440,1230651.935345211764798,228384.358710717584472,1220651.935345211764798,39,1,0.000000000000000,0.000000000000000,,222610.856000,1225651.935000
89,216837.353326925047440,1220651.935345211764798,228384.358710717584472,1210651.935345211764798,40,1,0.000000000000000,0.000000000000000,,222610.856000,1215651.935000
90,216837.353326925047440,1210651.935345211764798,228384.358710717584472,1200651.935345211764798,41,1,0.000000000000000,0.000000000000000,,222610.856000,1205651.935000
91,216837.353326925047440,1200651.935345211764798,228384.358710717584472,1190651.935345211764798,42,1,0.000000000000000,0.000000000000000,,222610.856000,1195651.935000
92,216837.353326925047440,1190651.935345211764798,228384.358710717584472,1180651.935345211764798,43,1,0.000000000000000,0.000000000000000,,222610.856000,1185651.935000
93,216837.353326925047440,1180651.935345211764798,228384.358710717584472,1170651.935345211997628,44,1,0.000000000000000,0.000000000000000,,222610.856000,1175651.935000
94,216837.353326925047440,1170651.935345211997628,228384.358710717584472,1160651.935345211997628,45,1,0.000000000000000,0.000000000000000,,222610.856000,1165651.935000
95,216837.353326925047440,1160651.935345211997628,228384.358710717584472,1150651.935345211997628,46,1,0.000000000000000,0.000000000000000,,222610.856000,1155651.935000
96,216837.353326925047440,1150651.935345211997628,228384.358710717584472,1140651.935345211997628,47,1,0.000000000000000,0.000000000000000,,222610.856000,1145651.935000
97,225497.607364769442938,1625651.935345211764798,237044.612748561979970,1615651.935345211764798,0,2,0.000000000000000,0.000000000000000,,231271.110000,1620651.935000
98,225497.607364769442938,1615651.935345211764798,237044.612748561979970,1605651.935345211764798,1,2,0.000000000000000,0.000000000000000,,231271.110000,1610651.935000
99,225497.607364769442938,1605651.935345211764798,237044.612748561979970,1595651.935345211764798,2,2,0.000000000000000,0.000000000000000,,231271.110000,1600651.935000
100,225497.607364769442938,1595651.935345211764798,237044.612748561979970,1585651.935345211764798,3,2,0.000000000000000,0.000000000000000,,231271.110000,1590651.935000
101,225497.607364769442938,1585651.935345211764798,237044.612748561979970,1575651.935345211764798,4,2,0.000000000000000,0.000000000000000,,231271.110000,1580651.935000
102,225497.607364769442938,1575651.935345211764798,237044.612748561979970,1565651.935345211764798,5,2,0.000000000000000,0.000000000000000,,231271.110000,1570651.935000
103,225497.607364769442938,1565651.935345211764798,237044.612748561979970,1555651.935345211764798,6,2,0.000000000000000,0.000000000000000,,231271.110000,1560651.935000
104,225497.607364769442938,1555651.935345211764798,237044.612748561979970,1545651.935345211764798,7,2,0.000000000000000,0.000000000000000,,231271.110000,1550651.935000
105,225497.607364769442938,1545651.935345211764798,237044.612748561979970,1535651.935345211764798,8,2,0.000000000000000,0.000000000000000,,231271.110000,1540651.935000
106,225497.607364769442938,1535651.935345211764798,237044.612748561979970,1525651.935345211764798,9,2,0.000000000000000,0.000000000000000,,231271.110000,1530651.935000
107,225497.607364769442938,1525651.935345211764798,237044.612748561979970,1515651.935345211764798,10,2,0.000000000000000,0.000000000000000,,231271.110000,1520651.935000
108,225497.607364769442938,1515651.935345211764798,237044.612748561979970,1505651.935345211764798,11,2,4.000000000000000,50417.040598638355732,12604.260149659588933,231271.110000,1510651.935000
109,225497.607364769442938,1505651.935345211764798,237044.612748561979970,1495651.935345211764798,12,2,52.000000000000000,10629.086115887388587,204.405502228603638,231271.110000,1500651.935000
110,225497.607364769442938,1495651.935345211764798,237044.612748561979970,1485651.935345211764798,13,2,78.000000000000000,17762.848483189940453,227.728826707563314,231271.110000,1490651.935000
111,225497.607364769442938,1485651.935345211764798,237044.612748561979970,1475651.935345211764798,14,2,79.000000000000000,55233.296766187995672,699.155655268202509,231271.110000,1480651.935000
112,225497.607364769442938,1475651.935345211764798,237044.612748561979970,1465651.935345211764798,15,2,82.000000000000000,5443.011509384959936,66.378189138840980,231271.110000,1470651.935000
113,225497.607364769442938,1465651.935345211764798,237044.612748561979970,1455651.935345211764798,16,2,72.000000000000000,31394.116197485476732,436.029391631742726,231271.110000,1460651.935000
114,225497.607364769442938,1455651.935345211764798,237044.612748561979970,1445651.935345211764798,17,2,61.000000000000000,17498.736465420573950,286.864532220009437,231271.110000,1450651.935000
115,225497.607364769442938,1445651.935345211764798,237044.612748561979970,1435651.935345211764798,18,2,53.000000000000000,24594.980422826949507,464.056234392961301,231271.110000,1440651.935000
116,225497.607364769442938,1435651.935345211764798,237044.612748561979970,1425651.935345211764798,19,2,65.000000000000000,94462.394903776235878,1453.267613904249856,231271.110000,1430651.935000
117,225497.607364769442938,1425651.935345211764798,237044.612748561979970,1415651.935345211764798,20,2,30.000000000000000,2307.150417462456971,76.905013915415239,231271.110000,1420651.935000
118,225497.607364769442938,1415651.935345211764798,237044.612748561979970,1405651.935345211764798,21,2,0.000000000000000,0.000000000000000,,231271.110000,1410651.935000
119,225497.607364769442938,1405651.935345211764798,237044.612748561979970,1395651.935345211764798,22,2,0.000000000000000,0.000000000000000,,231271.110000,1400651.935000
120,225497.607364769442938,1395651.935345211764798,237044.612748561979970,1385651.935345211764798,23,2,0.000000000000000,0.000000000000000,,231271.110000,1390651.935000
121,225497.607364769442938,1385651.935345211764798,237044.612748561979970,1375651.935345211764798,24,2,0.000000000000000,0.000000000000000,,231271.110000,1380651.935000
122,225497.607364769442938,1375651.935345211764798,237044.612748561979970,1365651.935345211764798,25,2,0.000000000000000,0.000000000000000,,231271.110000,1370651.935000
123,225497.607364769442938,1365651.935345211764798,237044.612748561979970,1355651.935345211764798,26,2,0.000000000000000,0.000000000000000,,231271.110000,1360651.935000
124,225497.607364769442938,1355651.935345211764798,237044.612748561979970,1345651.935345211764798,27,2,0.000000000000000,0.000000000000000,,231271.110000,1350651.935000
125,225497.607364769442938,1345651.935345211764798,237044.612748561979970,1335651.935345211764798,28,2,0.000000000000000,0.000000000000000,,231271.110000,1340651.935000
126,225497.607364769442938,1335651.935345211764798,237044.612748561979970,1325651.935345211764798,29,2,0.000000000000000,0.000000000000000,,231271.110000,1330651.935000
127,225497.607364769442938,1325651.935345211764798,237044.612748561979970,1315651.935345211764798,30,2,0.000000000000000,0.000000000000000,,231271.110000,1320651.935000
128,225497.607364769442938,1315651.935345211764798,237044.612748561979970,1305651.935345211764798,31,2,0.000000000000000,0.000000000000000,,231271.110000,1310651.935000
129,225497.607364769442938,1305651.935345211764798,237044.612748561979970,1295651.935345211764798,32,2,0.000000000000000,0.000000000000000,,231271.110000,1300651.935000
130,225497.607364769442938,1295651.935345211764798,237044.612748561979970,1285651.935345211764798,33,2,0.000000000000000,0.000000000000000,,231271.110000,1290651.935000
131,225497.607364769442938,1285651.935345211764798,237044.612748561979970,1275651.935345211764798,34,2,0.000000000000000,0.000000000000000,,231271.110000,1280651.935000
132,225497.607364769442938,1275651.935345211764798,237044.612748561979970,1265651.935345211764798,35,2,0.000000000000000,0.000000000000000,,231271.110000,1270651.935000
133,225497.607364769442938,1265651.935345211764798,237044.612748561979970,1255651.935345211764798,36,2,0.000000000000000,0.000000000000000,,231271.110000,1260651.935000
134,225497.607364769442938,1255651.935345211764798,237044.612748561979970,1245651.935345211764798,37,2,0.000000000000000,0.000000000000000,,231271.110000,1250651.935000
135,225497.607364769442938,1245651.935345211764798,237044.612748561979970,1235651.935345211764798,38,2,0.000000000000000,0.000000000000000,,231271.110000,1240651.935000
136,225497.607364769442938,1235651.935345211764798,237044.612748561979970,1225651.935345211764798,39,2,0.000000000000000,0.000000000000000,,231271.110000,1230651.935000
137,225497.607364769442938,1225651.935345211764798,237044.612748561979970,1215651.935345211764798,40,2,0.000000000000000,0.000000000000000,,231271.110000,1220651.935000
138,225497.607364769442938,1215651.935345211764798,237044.612748561979970,1205651.935345211764798,41,2,0.000000000000000,0.000000000000000,,231271.110000,1210651.935000
139,225497.607364769442938,1205651.935345211764798,237044.612748561979970,1195651.935345211764798,42,2,0.000000000000000,0.000000000000000,,231271.110000,1200651.935000
140,225497.607364769442938,1195651.935345211764798,237044.612748561979970,1185651.935345211764798,43,2,0.000000000000000,0.000000000000000,,231271.110000,1190651.935000
141,225497.607364769442938,1185651.935345211764798,237044.612748561979970,1175651.935345211997628,44,2,0.000000000000000,0.000000000000000,,231271.110000,1180651.935000
142,225497.607364769442938,1175651.935345211997628,237044.612748561979970,1165651.935345211997628,45,2,0.000000000000000,0.000000000000000,,231271.110000,1170651.935000
143,225497.607364769442938,1165651.935345211997628,237044.612748561979970,1155651.935345211997628,46,2,0.000000000000000,0.000000000000000,,231271.110000,1160651.935000
144,225497.607364769442938,1155651.935345211997628,237044.612748561979970,1145651.935345211997628,47,2,0.000000000000000,0.000000000000000,,231271.110000,1150651.935000
145,234157.861402613809332,1620651.935345211764798,245704.866786406346364,1610651.935345211764798,0,3,0.000000000000000,0.000000000000000,,239931.364000,1615651.935000
146,234157.861402613809332,1610651.935345211764798,245704.866786406346364,1600651.935345211764798,1,3,0.000000000000000,0.000000000000000,,239931.364000,1605651.935000
147,234157.861402613809332,1600651.935345211764798,245704.866786406346364,1590651.935345211764798,2,3,0.000000000000000,0.000000000000000,,239931.364000,1595651.935000
148,234157.861402613809332,1590651.935345211764798,245704.866786406346364,1580651.935345211764798,3,3,0.000000000000000,0.000000000000000,,239931.364000,1585651.935000
149,234157.861402613809332,1580651.935345211764798,245704.866786406346364,1570651.935345211764798,4,3,0.000000000000000,0.000000000000000,,239931.364000,1575651.935000
150,234157.861402613809332,1570651.935345211764798,245704.866786406346364,1560651.935345211764798,5,3,0.000000000000000,0.000000000000000,,239931.364000,1565651.935000
151,234157.861402613809332,1560651.935345211764798,245704.866786406346364,1550651.935345211764798,6,3,0.000000000000000,0.000000000000000,,239931.364000,1555651.935000
152,234157.861402613809332,1550651.935345211764798,245704.866786406346364,1540651.935345211764798,7,3,0.000000000000000,0.000000000000000,,239931.364000,1545651.935000
153,234157.861402613809332,1540651.935345211764798,245704.866786406346364,1530651.935345211764798,8,3,0.000000000000000,0.000000000000000,,239931.364000,1535651.935000
154,234157.861402613809332,1530651.935345211764798,245704.866786406346364,1520651.935345211764798,9,3,0.000000000000000,0.000000000000000,,239931.364000,1525651.935000
155,234157.861402613809332,1520651.935345211764798,245704.866786406346364,1510651.935345211764798,10,3,55.000000000000000,103845.101149301975965,1888.092748169126935,239931.364000,1515651.935000
156,234157.861402613809332,1510651.935345211764798,245704.866786406346364,1500651.935345211764798,11,3,51.000000000000000,32078.858326569195924,628.997222089592242,239931.364000,1505651.935000
157,234157.861402613809332,1500651.935345211764798,245704.866786406346364,1490651.935345211764798,12,3,44.000000000000000,5791.297279009595513,131.620392704763532,239931.364000,1495651.935000
158,234157.861402613809332,1490651.935345211764798,245704.866786406346364,1480651.935345211764798,13,3,66.000000000000000,11021.149400768801570,166.987112132860631,239931.364000,1485651.935000
159,234157.861402613809332,1480651.935345211764798,245704.866786406346364,1470651.935345211764798,14,3,77.000000000000000,32083.092902019619942,416.663544182072997,239931.364000,1475651.935000
160,234157.861402613809332,1470651.935345211764798,245704.866786406346364,1460651.935345211764798,15,3,60.000000000000000,9200.127934917807579,153.335465581963462,239931.364000,1465651.935000
161,234157.861402613809332,1460651.935345211764798,245704.866786406346364,1450651.935345211764798,16,3,71.000000000000000,21612.858309455215931,304.406455062749501,239931.364000,1455651.935000
162,234157.861402613809332,1450651.935345211764798,245704.866786406346364,1440651.935345211764798,17,3,66.000000000000000,38348.476889297366142,581.037528625717641,239931.364000,1445651.935000
163,234157.861402613809332,1440651.935345211764798,245704.866786406346364,1430651.935345211764798,18,3,68.000000000000000,69549.930582709610462,1022.793096804553102,239931.364000,1435651.935000
164,234157.861402613809332,1430651.935345211764798,245704.866786406346364,1420651.935345211764798,19,3,80.000000000000000,115824.837230715900660,1447.810465383948440,239931.364000,1425651.935000
165,234157.861402613809332,1420651.935345211764798,245704.866786406346364,1410651.935345211764798,20,3,17.000000000000000,2277.700472153723240,133.982380714924886,239931.364000,1415651.935000
166,234157.861402613809332,1410651.935345211764798,245704.866786406346364,1400651.935345211764798,21,3,3.000000000000000,7.010106638073922,2.336702212691307,239931.364000,1405651.935000
167,234157.861402613809332,1400651.935345211764798,245704.866786406346364,1390651.935345211764798,22,3,6.000000000000000,156.629067327827187,26.104844554637868,239931.364000,1395651.935000
168,234157.861402613809332,1390651.935345211764798,245704.866786406346364,1380651.935345211764798,23,3,0.000000000000000,0.000000000000000,,239931.364000,1385651.935000
169,234157.861402613809332,1380651.935345211764798,245704.866786406346364,1370651.935345211764798,24,3,0.000000000000000,0.000000000000000,,239931.364000,1375651.935000
170,234157.861402613809332,1370651.935345211764798,245704.866786406346364,1360651.935345211764798,25,3,0.000000000000000,0.000000000000000,,239931.364000,1365651.935000
171,234157.861402613809332,1360651.935345211764798,245704.866786406346364,1350651.935345211764798,26,3,0.000000000000000,0.000000000000000,,239931.364000,1355651.935000
172,234157.861402613809332,1350651.935345211764798,245704.866786406346364,1340651.935345211764798,27,3,0.000000000000000,0.000000000000000,,239931.364000,1345651.935000
173,234157.861402613809332,1340651.935345211764798,245704.866786406346364,1330651.935345211764798,28,3,0.000000000000000,0.000000000000000,,239931.364000,1335651.935000
174,234157.861402613809332,1330651.935345211764798,245704.866786406346364,1320651.935345211764798,29,3,0.000000000000000,0.000000000000000,,239931.364000,1325651.935000
175,234157.861402613809332,1320651.935345211764798,245704.866786406346364,1310651.935345211764798,30,3,0.000000000000000,0.000000000000000,,239931.364000,1315651.935000
176,234157.861402613809332,1310651.935345211764798,245704.866786406346364,1300651.935345211764798,31,3,0.000000000000000,0.000000000000000,,239931.364000,1305651.935000
177,234157.861402613809332,1300651.935345211764798,245704.866786406346364,1290651.935345211764798,32,3,0.000000000000000,0.000000000000000,,239931.364000,1295651.935000
178,234157.861402613809332,1290651.935345211764798,245704.866786406346364,1280651.935345211764798,33,3,0.000000000000000,0.000000000000000,,239931.364000,1285651.935000
179,234157.861402613809332,1280651.935345211764798,245704.866786406346364,1270651.935345211764798,34,3,0.000000000000000,0.000000000000000,,239931.364000,1275651.935000
180,234157.861402613809332,1270651.935345211764798,245704.866786406346364,1260651.935345211764798,35,3,0.000000000000000,0.000000000000000,,239931.364000,1265651.935000
181,234157.861402613809332,1260651.935345211764798,245704.866786406346364,1250651.935345211764798,36,3,0.000000000000000,0.000000000000000,,239931.364000,1255651.935000
182,234157.861402613809332,1250651.935345211764798,245704.866786406346364,1240651.935345211764798,37,3,0.000000000000000,0.000000000000000,,239931.364000,1245651.935000
183,234157.861402613809332,1240651.935345211764798,245704.866786406346364,1230651.935345211764798,38,3,0.000000000000000,0.000000000000000,,239931.364000,1235651.935000
